id,citekey,title,authors,year,month,journal,book_title,publisher,institution,volume,number,pages,note,keywords,url,code,pdf,image,thumbnail,doi,external,abstract,isbn,type_id
699.0,,GraspTrack: Object and Grasp Pose Tracking for Arbitrary Objects,B. Stephan; S. B. Fischedick; D. Seichter; D. Aganian; H. -M. Gross,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Neuroinformatics and Cognitive Robotics Lab, Technische Universität Ilmenau, Ilmenau, Germany; Neuroinformatics and Cognitive Robotics Lab, Technische Universität Ilmenau, Ilmenau, Germany; Neuroinformatics and Cognitive Robotics Lab, Technische Universität Ilmenau, Ilmenau, Germany; Neuroinformatics and Cognitive Robotics Lab, Technische Universität Ilmenau, Ilmenau, Germany; Neuroinformatics and Cognitive Robotics Lab, Technische Universität Ilmenau, Ilmenau, Germany",0,0,,,Instance segmentation;Point cloud compression;Target tracking;Service robots;Shape;Pipelines;Pose estimation;Grasping;Robustness;Planning,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711504,,,10.1109/CASE59546.2024.10711504,False,"A necessary skill for robots for human-robot-collaboration in Industry 4.0 scenarios is the manipulation of objects. To manipulate objects, the robot must estimate grasp poses autonomously. Object-agnostic approaches are often realized through frame-based deep-learning methods that take a single frame of information (image or point cloud) as input while discarding previous estimates, even if they were verified by execution. In addition, object-agnostic grasp estimation methods lack the ability to target specific objects in cluttered scenes. To address this, we propose GraspTrack – a class-agnostic pipeline that uses instance segmentation and object pose estimation to track estimated grasps for each object simultaneously. To evaluate our pipeline and its modules, we perform extensive experiments on the GraspNet-1Billion dataset and extend its evaluation to measure grasp quality for each object, capturing the ability to grasp targeted objects more effectively. Our experiments prove our pipeline to be robust against difficult viewing angles and occlusions, outperforming frame-based grasp pose estimation.",979-8-3503-5851-3,2
700.0,,Explainable Online Unsupervised Anomaly Detection for Cyber-Physical Systems via Causal Discovery from Time Series*,D. Meli,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Computer Science, University of Verona, Italy",0,0,,,Training;Service robots;Time series analysis;Training data;Cyber-physical systems;Benchmark testing;Robot sensing systems;Real-time systems;Safety;Anomaly detection,,https://github.com/Isla-lab/causal_anomaly_detection,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711445,,,10.1109/CASE59546.2024.10711445,False,"Online unsupervised detection of anomalies is crucial to guarantee the correct operation of cyber-physical systems and the safety of humans interacting with them. State-of-the-art approaches based on deep learning via neural networks achieve outstanding performance at anomaly recognition, evaluating the discrepancy between a normal model of the system (with no anomalies) and the real-time stream of sensor time series. However, large training data and time are typically required, and explainability is still a challenge to identify the root of the anomaly and implement predictive maintainance. In this paper, we use causal discovery to learn a normal causal graph of the system, and we evaluate the persistency of causal links during real-time acquisition of sensor data to promptly detect anomalies. On two benchmark anomaly detection datasets, we show that our method has higher training efficiency, outperforms the accuracy of state-of-the-art neural architectures and correctly identifies the sources of > 10 different anomalies. The code is at https://github.com/Isla-lab/causal_anomaly_detection.",979-8-3503-5851-3,2
701.0,,Enhancing Autonomous Robot Safety through Localization Performance Analysis,U. S. Bingöl; A. Hacınecipoğlu; M. M. Ankaralı,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Electrical and Electronics Engineering, Middle East Technical University, Ankara, Turkey; Milvus Robotics, Ankara, Turkey; Department of Electrical and Electronics Engineering, Middle East Technical University, Ankara, Turkey",0,0,,,Location awareness;Measurement;Automation;Accuracy;Service robots;Predictive models;Feature extraction;Prediction algorithms;Safety;Logistics,,https://github.com/ulassbin/localization_performance_analyser,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711419,,,10.1109/CASE59546.2024.10711419,False,"Autonomous robots play a vital role in various applications, including industrial automation and logistics. Guaranteeing their safe and dependable operation is of utmost importance, particularly in human-robot collaborative scenarios. While existing safety standards address numerous aspects of autonomous systems, the persisting challenges linked to localization issues demand attention. Accurate localization is paramount for safety in autonomous robotic systems due to its direct impact on preventing accidents, mitigating risks, and ensuring human well-being. In scenarios where robots operate alongside humans, such as collaborative workspaces or shared environments, precise localization is crucial to avoid collisions and potential harm to individuals. Furthermore, robust localization enhances system dependability by minimizing errors and ensuring consistent performance, vital for industrial automation and logistics where disruptions can lead to costly downtime. To proactively manage these risks and ensure uninterrupted operations, this paper introduces a novel solution: the Localization Performance Analyzer (LPA). We present an architecture for estimating localization performance and a set of innovative features that serve as predictors of localization quality. Our findings indicate that implementing the LPA algorithm in a fleet of robots leads to more accurate estimations of localization performance. Our results from ablation studies demonstrate that integrating the LPA algorithm into a fleet of robots significantly enhances the accuracy of localization performance estimation. The predictor model and trainer is available at https://github.com/ulassbin/localization_performance_analyser.",979-8-3503-5851-3,2
702.0,,Automatic Robot Path Planning for Active Visual Inspection on Free-Form Surfaces,O. Tasneem; R. Pieters,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Cognitive Robotics Group, Unit of Automation Technology and Mechanical Engineering, Tampere University, Tampere, Finland; Cognitive Robotics Group, Unit of Automation Technology and Mechanical Engineering, Tampere University, Tampere, Finland",0,0,,,Point cloud compression;Training;Visualization;Shape;Robot vision systems;Training data;Inspection;Cameras;Path planning;Hardware,,https://github.com/CuriousLad1000/Auto-Path-Planner,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711320,,,10.1109/CASE59546.2024.10711320,False,"Visual inspection is a crucial yet time-consuming task across various industries. Numerous established methods employ machine learning in inspection tasks, necessitating specific training data that includes predefined inspection poses and training images essential for the training of models. The acquisition of such data and their integration into an inspection framework is challenging due to the variety in objects and scenes involved and due to additional bottlenecks caused by the manual collection of training data by humans, thereby hindering the automation of visual inspection across diverse domains. This work proposes a solution for automatic path planning using a single depth camera mounted on a robot manipulator. Point clouds obtained from the depth images are processed and filtered to extract object profiles and transformed to inspection target paths for the robot end-effector. The approach relies on the geometry of the object and generates an inspection path that follows the shape normal to the surface. Depending on the object size and shape, inspection paths can be defined as single or multi-path plans. Results are demonstrated in both simulated and real-world environments, yielding promising inspection paths for objects with varying sizes and shapes. Code and video are open-source available at: https://github.com/CuriousLad1000/Auto-Path-Planner",979-8-3503-5851-3,2
703.0,,Calibration of Deep Learning Classification Models in fNIRS,Z. Cao; Z. Luo,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Mathematics, ETH, Zurich, Switzerland; Department of Informatics, University of Zurich, Switzerland",0,0,,,Deep learning;Computer aided software engineering;Neural networks;Reliability engineering;Robustness;Mathematical models;Calibration;Reliability;Functional near-infrared spectroscopy;Monitoring,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711714,,,10.1109/CASE59546.2024.10711714,False,"Functional near-infrared spectroscopy (fNIRS) is a valuable non-invasive tool for monitoring brain activity. The classification of fNIRS data in relation to conscious activity holds significance for advancing our understanding of the brain and facilitating the development of brain-computer interfaces (BCI). Many researchers have turned to deep learning to tackle the classification challenges inherent in fNIRS data due to its strong generalization and robustness. In the application of fNIRS, reliability is really important, and one mathematical formulation of the reliability of confidence is calibration. However, many researchers overlook the important issue of calibration. To address this gap, we propose integrating calibration into fNIRS field and assess the reliability of existing models. Surprisingly, our results indicate poor calibration performance in many proposed models. To advance calibration development in the fNIRS field, we summarize three practical tips. Through this letter, we hope to emphasize the critical role of calibration in fNIRS research and argue for enhancing the reliability of deep learning-based predictions in fNIRS classification tasks. All data from our experimental process are openly available on GitHub§.",979-8-3503-5851-3,2
704.0,,DAVIS-Ag: A Synthetic Plant Dataset for Prototyping Domain-Inspired Active Vision in Agricultural Robots,T. Choi; D. Guevara; Z. Cheng; G. Bandodkar; C. Wang; B. N. Bailey; M. Earles; X. Liu,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Information Technology, Kennesaw State University, USA; Department of Viticulture and Enology, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA; Department of Plant Sciences, The University of California, Davis, USA; Department of Viticulture and Enology, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA",0,0,,,Instance segmentation;Visualization;Three-dimensional displays;Computer aided software engineering;Plants (biology);Pipelines;Benchmark testing;Robot sensing systems;Sensors;Planning,,https://github.com/ctyeong/DAVIS-Ag,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711368,,,10.1109/CASE59546.2024.10711368,False,"In agricultural environments, viewpoint planning can be a critical functionality for a robot with visual sensors to obtain informative observations of objects of interest (e.g., fruits) from complex structures of plant with random occlusions. Although recent studies on active vision have shown some potential for agricultural tasks, each model has been designed and validated on a unique environment that would not easily be replicated for benchmarking novel methods being developed later. In this paper, we introduce a dataset, so-called DAVIS-Ag, for promoting more extensive research on Domain-inspired Active VISion in Agriculture. To be specific, we leveraged our open-source ""AgML"" framework and 3D plant simulator of ""Helios"" to produce 502K RGB images from 30K densely sampled spatial locations in 632 synthetic orchards. Moreover, plant environments of strawberries, tomatoes, and grapes are considered at two different scales (i.e., Single-Plant and Multi-Plant). Useful labels are also provided for each image, including (1) bounding boxes and (2) instance segmentation masks for all identifiable fruits, and also (3) pointers to other images of the viewpoints that are reachable by an execution of action so as to simulate active viewpoint selections at each time step. Using DAVIS-Ag, we visualize motivating examples where fruit visibility can dramatically change depending on the pose of the camera view primarily due to occlusions by other components, such as leaves. Furthermore, we present several baseline models with experiment results for benchmarking in the task of target visibility maximization. Transferability to real strawberry environments is also investigated to demonstrate the feasibility of using the dataset for prototyping real-world solutions. For future research, our dataset is made publicly available online: https://github.com/ctyeong/DAVIS-Ag.",979-8-3503-5851-3,2
705.0,,Towards Robust Perception for Assistive Robotics: An RGB-Event-LiDAR Dataset and Multi-Modal Detection Pipeline,A. Scicluna; C. Le Gentil; S. Sutjipto; G. Paul,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Robotics Institute, Faculty of Engineering and Information Technology, University of Technology Sydney (UTS), Australia; Robotics Institute, Faculty of Engineering and Information Technology, University of Technology Sydney (UTS), Australia; Robotics Institute, Faculty of Engineering and Information Technology, University of Technology Sydney (UTS), Australia; Robotics Institute, Faculty of Engineering and Information Technology, University of Technology Sydney (UTS), Australia",0,0,,,Three-dimensional displays;Laser radar;Accuracy;Tracking;Event detection;Pipelines;Object detection;Assistive robots;Vehicle dynamics;Detection algorithms,,https://github.com/nerfies/nerfies.github.io,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711832,,,10.1109/CASE59546.2024.10711832,False,"The increasing adoption of human-robot interaction presents opportunities for technology to positively impact lives, particularly those with visual impairments, through applications such as guide-dog-like assistive robotics. We present a pipeline exploring the perception and ""intelligent disobedience"" required by such a system. A dataset of two people moving in and out of view has been prepared to compare RGB-based and event-based multi-modal dynamic object detection using LiDAR data for 3D position localisation. Our analysis highlights challenges in accurate 3D localisation using 2D image-LiDAR fusion, indicating the need for further refinement. Compared to the performance of the frame-based detection algorithm utilised (YOLOv4), current cutting-edge event-based detection models appear limited to contextual scenarios, such as for automotive platforms. This is highlighted by weak precision and recall over varying confidence and Intersection over Union (IoU) thresholds when using frame-based detections as a ground truth. Therefore, we have publicly released this dataset to the community, containing RGB, event, point cloud and Inertial Measurement Unit (IMU) data along with ground truth poses for the two people in the scene to fill a gap in the current landscape of publicly available datasets and provide a means to assist in the development of safer and more robust algorithms in the future: https://uts-ri.github.io/revel/.",979-8-3503-5851-3,2
706.0,,KeyMatchNet: Zero-Shot Pose Estimation in 3D Point Clouds by Generalized Keypoint Matching,F. Hagelskjær; R. L. Haugaard,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"SDU Robotics, Mærsk Mc-Kinney Møller Institute, University of Southern Denmark, Odense M, Denmark; SDU Robotics, Mærsk Mc-Kinney Møller Institute, University of Southern Denmark, Odense M, Denmark",0,0,,,Training;Point cloud compression;Three-dimensional displays;Costs;Computer aided software engineering;Image color analysis;Computational modeling;Pose estimation;Training data;Data collection,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711403,,,10.1109/CASE59546.2024.10711403,False,"In this paper, we present KeyMatchNet, a novel network for zero-shot pose estimation in 3D point clouds. Our method uses only depth information, making it more applicable for many industrial use cases, as color information is seldom available. The network is composed of two parallel components for computing object and scene features. The features are then combined to create matches used for pose estimation. The parallel structure allows for pre-processing of the individual parts, which decreases the run-time.Using a zero-shot network allows for a very short set-up time, as it is not necessary to train models for new objects. However, as the network is not trained for the specific object, zero-shot pose estimation methods generally have lower accuracy compared with conventional methods. To address this, we reduce the complexity of the task by including the scenario information during training. This is typically not feasible as collecting real data for new tasks drastically increases the cost. However, for zero-shot pose estimation, training for new objects is not necessary and the expensive data collection can thus be performed only once.Our method is trained on 1,500 objects and is only tested on unseen objects. We demonstrate that the trained network can not only accurately estimate poses for novel objects, but also demonstrate the ability of the network on objects outside of the trained class. Test results are also shown on real data. We believe that the presented method is valuable for many real-world scenarios. Project page available at keymatchnet.github.io",979-8-3503-5851-3,2
707.0,,Preference Elicitation and Incorporation for Human-Robot Task Scheduling,N. Dhanaraj; M. Jeon; J. H. Kang; S. Nikolaidis; S. K. Gupta,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"University of Southern California, Los Angeles, CA, USA; University of Southern California, Los Angeles, CA, USA; University of Southern California, Los Angeles, CA, USA; University of Southern California, Los Angeles, CA, USA; University of Southern California, Los Angeles, CA, USA",0,0,,,Constraint handling;Schedules;Computer aided software engineering;Automation;Large language models;Iterative methods,,https://github.com/RROS-Lab/Human-Robot-Preference-Planning,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711695,,,10.1109/CASE59546.2024.10711695,False,"In this work, we address the challenge of incorporating human preferences into the task-scheduling process for human-robot teams. Humans have various individual preferences that can be influenced by context and situational information. Incorporating these preferences can lead to improved team performance. Our main contribution is a framework that helps elicit and incorporate preferences during task scheduling. We achieve this by proposing 1) a constraint programming method to generate a range of plans, 2) an intelligent approach for selecting and presenting task schedules based on task features, and 3) a preference incorporation method that uses large language models to convert preferences into soft constraints. Our results demonstrate that we can efficiently generate diverse plans for preference elicitation and incorporate them into the task-scheduling process. We evaluate our framework using an assembly-inspired case study and show how it can effectively incorporate complex and realistic preferences. Our implementation can be found at github.com/RROS-Lab/Human-Robot-Preference-Planning.",979-8-3503-5851-3,2
708.0,,Sparse Color-Code Net: Real-Time RGB-Based 6D Object Pose Estimation on Edge Devices,X. Yang; Z. Yu; A. G. Banerjee,2024,,,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Mechanical Engineering, University of Washington, Seattle, WA, USA; Department of Mechanical Engineering, University of Washington, Seattle, WA, USA; Department of Industrial & Systems Engineering and the Department of Mechanical Engineering, University of Washington, Seattle, WA, USA",0,0,,,Performance evaluation;Training;Point cloud compression;Visualization;Accuracy;Pose estimation;Predictive models;Probabilistic logic;Real-time systems;Robots,,https://github.com/smartslab/Sparse-Color-Code-Net,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711289,,,10.1109/CASE59546.2024.10711289,False,"As robotics and augmented reality applications increasingly rely on precise and efficient 6D object pose estimation, real-time performance on edge devices is required for more interactive and responsive systems. Our proposed Sparse ColorCode Net (SCCN) embodies a clear and concise pipeline design to effectively address this requirement. SCCN performs pixellevel predictions on the target object in the RGB image, utilizing the sparsity of essential object geometry features to speed up the Perspective-n-Point (PnP) computation process. Additionally, it introduces a novel pixel-level geometry-based object symmetry representation that seamlessly integrates with the initial pose predictions, effectively addressing symmetric object ambiguities. SCCN notably achieves an estimation rate of 19 frames per second (FPS) and 6 FPS on the benchmark LINEMOD and LINEMOD Occlusion dataset, respectively, for an NVIDIA Jetson AGX Xavier, while consistently maintaining high estimation accuracy at these rates. The code is available at: https://github.com/smartslab/Sparse-Color-Code-Net.",979-8-3503-5851-3,2
709.0,,TDLE: 2-D LiDAR Exploration with Hierarchical Planning Using Regional Division,X. Zhao; C. Yu; E. Xu; Y. Liu,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China",0,0,,,Laser radar;Computer aided software engineering;Codes;Automation;Planning;Robots,,https://github.com/SeanZsya/tdle,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260441,,,10.1109/CASE56687.2023.10260441,False,"Exploration systems are critical for enhancing the autonomy of robots. Due to the unpredictability of the future planning space, existing methods either adopt an inefficient greedy strategy, or require a lot of resources to obtain a global solution. In this work, we address the challenge of obtaining global exploration routes with minimal computing resources. A hierarchical planning framework dynamically divides the planning space into subregions and arranges their orders to provide global guidance for exploration. Indicators that are compatible with the subregion order are used to choose specific exploration targets, thereby considering estimates of spatial structure and extending the planning space to unknown regions. Extensive simulations and field tests demonstrate the efficacy of our method in comparison to existing 2D LiDAR-based approaches. Our code has been made public for further investigation11Available at https://github.com/SeanZsya/tdle.",979-8-3503-2069-5,2
710.0,,Robot Raconteur®: Updates on an Open Source Interoperable Middleware for Robotics,J. D. Wason; J. T. Wen,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"Wason Technology, LLC; Electrical, Computer, and Systems Engineering, Rensselaer Polytechnic Institute",0,0,,,Training;Automation;Ecosystems;Standardization;Production;Programming;Real-time systems,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260569,,,10.1109/CASE56687.2023.10260569,False,"Robot Raconteur® (RR) is a powerful communication framework for robotics, automation, building control, and the “Internet of Things”. RR provides unique plug-and-play, standardized, augmented object-oriented capabilities that greatly accelerate the development of systems and provide stable production performance. The project became open-source in 2018, and is available on GitHub under the Apache 2.0 license. This paper provides updates on the development of RR, the standardization of RR, the development of an ecosystem of standardized drivers, and example use cases for the framework. The RR Core library is approaching a 1.0 release with ROS Quality Level 2.",979-8-3503-2069-5,2
711.0,,Mobile MoCap: Retroreflector Localization On-The-Go,G. Lvov; M. Zolotas; N. Hanson; A. Allison; X. Hubbard; M. Carvajal; T. Padir,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"Institute for Experiential Robotics, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Northeastern University, Boston, MA, USA",0,0,,,Location awareness;Tracking;Robot vision systems;Pose estimation;Systems architecture;Cameras;Motion capture,,https://github.com/RIVeR-Lab/mobile_mocap,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260562,,,10.1109/CASE56687.2023.10260562,False,"Motion capture through tracking retroreflectors obtains highly accurate pose estimation, which is frequently used in robotics. Unlike commercial motion capture systems, fiducial marker-based tracking methods, such as AprilTags, can perform relative localization without requiring a static camera setup. However, popular pose estimation methods based on fiducial markers have lower localization accuracy than commercial motion capture systems. We propose Mobile Mo-Cap, a system that utilizes inexpensive near-infrared cameras for accurate relative localization even while in motion. We present a retroreflector feature detector that performs 6- DoF (six degrees-of-freedom) tracking and operates with minimal camera exposure times to reduce motion blur. To evaluate the proposed localization technique while in motion, we mount our Mobile MoCap system, as well as an RGB camera to benchmark against fiducial markers, onto a precision-controlled linear rail and servo. The fiducial marker approach employs AprilTags, which are pervasively used for localization in robotics. We evaluate the two systems at varying distances, marker viewing angles, and relative velocities. Across all experimental conditions, our stereo-based Mobile MoCap system obtains higher position and orientation accuracy than the fiducial approach. The code for Mobile MoCap is implemented in ROS 2 and made publicly available at https//github.com/RIVeR-Lab/mobile_mocap",979-8-3503-2069-5,2
712.0,,PolyPoD: An Algorithm for Polyculture Seed Placement,V. Kamat; S. Aeron; A. Gu; H. Jalan; S. Adebola; K. Goldberg,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"The AUTOLab at UC Berkeley, automation.berkeley.edu; The AUTOLab at UC Berkeley, automation.berkeley.edu; The AUTOLab at UC Berkeley, automation.berkeley.edu; The AUTOLab at UC Berkeley, automation.berkeley.edu; The AUTOLab at UC Berkeley, automation.berkeley.edu; The AUTOLab at UC Berkeley, automation.berkeley.edu",0,0,,,Computer aided software engineering;Automation;Source coding;Plants (biology);Pesticides;Documentation;Agriculture,,https://github.com/BerkeleyAutomation/PolyPoD,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260454,,,10.1109/CASE56687.2023.10260454,False,"The spatial arrangement of plants in a garden or small farm is especially important for polyculture agriculture to reduce water and pesticide use. We present PolyPoD, a new algorithm for seed placement. Given a polygonal planting area boundary (convex or non-convex) and number and types of seeds, PolyPoD generates the variable radius poisson disk distribution, yielding viable seed placements. Results suggest that PolyPoD outperforms our previous seed placement algorithm with the goal of avoiding over-competition for resources, under-utilization of space, and plant segmentation difficulties. The PolyPoD platform will also offer free access on a website for polyculture farmers worldwide. Source code, documentation, and the website link are available at https://github.com/BerkeleyAutomation/PolyPoD.",979-8-3503-2069-5,2
713.0,,Challenges of Indoor SLAM: A Multi-Modal Multi-Floor Dataset for SLAM Evaluation,P. Kaveti; A. Gupta; D. Giaya; M. Karp; C. Keil; J. Nir; Z. Zhang; H. Singh,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA",0,0,,,Visualization;Simultaneous localization and mapping;Laser radar;Heuristic algorithms;Benchmark testing;Cameras;Trajectory,,https://github.com/neufieldrobotics/NUFR-M3F,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260618,,,10.1109/CASE56687.2023.10260618,False,"Robustness in Simultaneous Localization and Mapping (SLAM) remains one of the key challenges for the real-world deployment of autonomous systems. SLAM research has seen significant progress in the last two and a half decades, yet many state-of-the-art (SOTA) algorithms still struggle to perform reliably in real-world environments. There is a general consensus in the research community that we need challenging real-world scenarios which bring out different failure modes in sensing modalities. In this paper, we present a novel multi-modal indoor SLAM dataset covering challenging common scenarios that a robot will encounter and should be robust to. Our data was collected with a mobile robotics platform across multiple floors at Northeastern University's ISEC building. Such a multi-floor sequence is typical of commercial office spaces characterized by symmetry across floors and, thus, is prone to perceptual aliasing due to similar floor layouts. The sensor suite comprises seven global shutter cameras, a high-grade MEMS inertial measurement unit (IMU), a ZED stereo camera, and a 128-channel high-resolution lidar. Along with the dataset, we benchmark several SLAM algorithms and highlight the problems faced during the runs, such as perceptual aliasing, visual degradation, and trajectory drift. The benchmarking results indicate that parts of the dataset work well with some algorithms, while other data sections are challenging for even the best SOTA algorithms. The dataset is available at https://github.com/neufieldrobotics/NUFR-M3F.",979-8-3503-2069-5,2
714.0,,Autonomous Blimp Control via $H_{\infty}$ Robust Deep Residual Reinforcement Learning,Y. Zuo; Y. T. Liu; A. Ahmad,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"Institute of Flight Mechanics and Controls, University of Stuttgart, Stuttgart, Germany; Max Planck Institute for Intelligent Systems, Tübingen, Germany; Max Planck Institute for Intelligent Systems, Tübingen, Germany",0,0,,,Computer aided software engineering;Codes;Reinforcement learning;Buoyancy;Stability analysis;Robustness;Energy efficiency,,https://github.com/robot-perception-group/robust_deep_residual_blimp,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260561,,,10.1109/CASE56687.2023.10260561,False,"Due to their superior energy efficiency, blimps may replace quadcopters for long-duration aerial tasks. However, designing a controller for blimps to handle complex dynamics, modeling errors, and disturbances remains an unsolved challenge. One recent work combines reinforcement learning (RL) and a PID controller to address this challenge and demonstrates its effectiveness in real-world experiments. In the current work, we build on that using an $H_{\infty}$ robust controller to expand the stability margin and improve the RL agent's performance. Empirical analysis of different mixing methods reveals that the resulting $\mathrm{H}_{\infty}$. RL controller outperforms the prior PID-RL combination and can handle more complex tasks involving intensive thrust vectoring. We provide our code as open-source at https://github.com/robot-perception-group/robust_deep_residual_blimp.",979-8-3503-2069-5,2
715.0,,HapNet: A Learning-Based Haptic-Kinematic Model for Surface Material Classification in Robot Perception,T. Yan; T. Xu; T. Zhang; Z. Sun,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"Future Network of Intelligence Institute and School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen; Faculty of Natural Sciences, Imperial College London; Shenzhen Institute of Artificial Intelligence and Robotics for Society; Future Network of Intelligence Institute and School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen",0,0,,,Costs;Computer aided software engineering;Computational modeling;Source coding;Kinematics;Robot sensing systems;Robustness,,https://github.com/henryyantq/haptic-kinematics,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260360,,,10.1109/CASE56687.2023.10260360,False,"The advancement of modern robotic systems is inseparable from the development of artificial sensory modules and functions that provide robots with human-like perception. Among these, haptic sensation is of vital importance for robot interaction with the environment. Many research works have been conducted in the past decades to enable robots to sense the environment, especially in the area of surface material classification. This paper offers a learning-based low-cost but high computational efficient method adopting multiple kinematic modalities, namely the haptic-kinematic data. We introduce a haptic surface material dataset and propose a kinematics-motivated haptic surface material classification network (Hap-Net) trained and tested on our dataset. The results demonstrate the feasibility and robustness of a purely kinematic haptic scheme without the need for other perceptual modalities. The source codes, datasets, etc., have been made publicly available as an open-source package11https://github.com/henryyantq/haptic-kinematics.",979-8-3503-2069-5,2
716.0,,Learning Generalizable Tool Use with Non-Rigid Grasp-Pose Registration,M. Mosbach; S. Behnke,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"The Autonomous Intelligent Systems group, University of Bonn, Germany; The Autonomous Intelligent Systems group, University of Bonn, Germany",0,0,,,Visualization;Computer aided software engineering;Automation;Human intelligence;Reinforcement learning;Grasping;Behavioral sciences,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260551,,,10.1109/CASE56687.2023.10260551,False,"Tool use, a hallmark feature of human intelligence, remains a challenging problem in robotics due the complex contacts and high-dimensional action space. In this work, we present a novel method to enable reinforcement learning of tool use behaviors. Our approach provides a scalable way to learn the operation of tools in a new category using only a single demonstration. To this end, we propose a new method for generalizing grasping configurations of multi-fingered robotic hands to novel objects. This is used to guide the policy search via favorable initializations and a shaped reward signal. The learned policies solve complex tool use tasks and generalize to unseen tools at test time. Visualizations and videos of the trained policies are available at https://maltemosbach.github.io/generalizable_tool_use.",979-8-3503-2069-5,2
